year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2002,Jeep,Liberty,Sport,SUV,automatic,fl,29.0,101090.0,3175.0,2700.0
2008,Ford,Explorer,Eddie Bauer,SUV,automatic,fl,19.0,142662.0,5900.0,4700.0
2005,Ford,Econoline Cargo,E-150,Van,automatic,ma,26.0,84539.0,6750.0,5400.0
2015,Chevrolet,Malibu,LT,Sedan,automatic,tn,46.0,16617.0,16450.0,16900.0
2011,Ford,F-150,XLT,SuperCrew,automatic,tn,46.0,26110.0,23700.0,24800.0
2013,Dodge,Avenger,SE,sedan,automatic,pa,34.0,51360.0,9500.0,9500.0
2014,Ford,Escape,SE,SUV,automatic,il,43.0,16804.0,21300.0,20700.0
2012,Lincoln,MKZ,Base,Sedan,automatic,tn,48.0,21399.0,16100.0,16800.0
2009,Maserati,GranTurismo,S,Coupe,,pa,45.0,7959.0,61000.0,66500.0
2012,Nissan,Quest,SL,Minivan,automatic,nj,37.0,43304.0,18800.0,18200.0
2011,Honda,Pilot,LX,SUV,automatic,fl,2.0,81948.0,14400.0,13000.0
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,va,22.0,92273.0,6550.0,5200.0
2013,Toyota,RAV4,Limited,SUV,automatic,pa,37.0,19070.0,23900.0,22900.0
2011,Mercedes-Benz,C-Class,C300 Sport,sedan,automatic,nv,42.0,35345.0,17900.0,18000.0
2009,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,fl,42.0,108169.0,17800.0,19800.0
2014,Ford,Fiesta,SE,Hatchback,automatic,fl,44.0,17970.0,10800.0,11300.0
2009,Pontiac,G8,Base,Sedan,automatic,mi,31.0,37384.0,14400.0,13500.0
2012,Hyundai,Accent,SE,Hatchback,,ga,28.0,43955.0,9150.0,9300.0
2013,Ford,F-150,XLT,SuperCrew,automatic,ut,34.0,38442.0,24000.0,23100.0
2013,Chevrolet,Equinox,LT,SUV,automatic,fl,37.0,80272.0,13100.0,13500.0
2008,Buick,Enclave,CXL,suv,automatic,nc,21.0,113574.0,11400.0,12100.0
2014,Chevrolet,Camaro,LS,Coupe,manual,ga,47.0,41610.0,16500.0,16800.0
2009,Nissan,Maxima,3.5 S,Sedan,automatic,tx,36.0,90322.0,10800.0,10600.0
2013,Volkswagen,CC,Sport,sedan,automatic,fl,38.0,21524.0,16700.0,18000.0
2013,Ford,F-150,XLT,SuperCrew,automatic,tx,45.0,71269.0,21900.0,22600.0
2014,Nissan,Versa Note,1.6 SV,Hatchback,,pa,48.0,20636.0,10500.0,10500.0
2010,,,,,automatic,nc,24.0,174158.0,5425.0,4100.0
2003,Mazda,Protege5,Base,Wagon,automatic,tx,2.0,145744.0,1850.0,1600.0
2013,Honda,Odyssey,EX-L,Minivan,automatic,fl,47.0,41013.0,25200.0,25000.0
2011,Chrysler,300,Base,Sedan,automatic,ca,44.0,58650.0,16050.0,16900.0
2013,Ford,Focus,SE,Hatchback,automatic,az,34.0,45442.0,9725.0,9500.0
2012,Ford,Fusion,SEL,Sedan,automatic,fl,37.0,82518.0,8900.0,9300.0
2013,BMW,3 Series,320i,Sedan,automatic,ca,48.0,25315.0,23800.0,23250.0
2012,MINI,Cooper Roadster,S,Convertible,manual,ga,45.0,20042.0,19100.0,18000.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,tx,27.0,40483.0,12750.0,12500.0
2012,BMW,1 Series,128i,convertible,automatic,nv,42.0,28041.0,22000.0,21250.0
2012,Honda,Civic,LX,Sedan,automatic,wi,19.0,52529.0,10250.0,9000.0
2012,Ford,Focus,SE,Sedan,automatic,tx,34.0,56943.0,8525.0,7600.0
2013,Infiniti,G Sedan,G37x,G Sedan,,fl,41.0,20037.0,22500.0,22800.0
2011,Toyota,Camry,LE,Sedan,automatic,ga,43.0,82190.0,9525.0,10300.0
2007,Dodge,Charger,Base,Sedan,automatic,ga,21.0,162171.0,4075.0,3700.0
2012,Cadillac,SRX,Performance,SUV,,pa,45.0,42322.0,24500.0,26800.0
2012,BMW,3 Series,328i,sedan,automatic,ca,41.0,46314.0,22600.0,22000.0
2008,Chevrolet,Suburban,1500 LS,SUV,automatic,tx,27.0,154678.0,11300.0,11400.0
2007,Volkswagen,Passat,2.0T,sedan,automatic,ca,19.0,88520.0,4975.0,5000.0
2011,Ford,Fusion Hybrid,Base,sedan,automatic,tn,35.0,71181.0,11400.0,11100.0
2007,Cadillac,Escalade,Base,SUV,,on,29.0,121561.0,19600.0,20000.0
2012,Ford,Focus,SE,Hatchback,automatic,fl,43.0,32803.0,10050.0,9600.0
2005,Volvo,XC90,V8,SUV,automatic,oh,3.0,132921.0,4550.0,4700.0
2011,Hyundai,Veracruz,GLS,SUV,,pa,44.0,27274.0,17600.0,17100.0
2014,Kia,Sedona,LX,Minivan,automatic,wa,36.0,36118.0,13900.0,12900.0
2014,Toyota,Yaris,LE,Hatchback,automatic,in,35.0,33058.0,10800.0,11000.0
2005,Ford,F-150,XLT,SuperCrew,,tx,19.0,161958.0,6500.0,5300.0
2014,Ford,E-Series Van,E-250,E-Series Van,,tn,45.0,16412.0,22000.0,21300.0
2014,Chevrolet,Spark,LS,Hatchback,automatic,fl,5.0,2237.0,9825.0,10000.0
2013,Chevrolet,Sonic,LT,Sedan,automatic,va,29.0,46190.0,8175.0,7900.0
2015,Chrysler,200,C,Sedan,automatic,il,4.0,29017.0,19100.0,17500.0
2010,Dodge,Journey,SE,SUV,automatic,nc,28.0,57864.0,8875.0,7200.0
2004,Ford,F-150,Lariat,supercab,automatic,la,19.0,234393.0,3450.0,1800.0
2012,Mazda,Mazda6,i Sport,Sedan,automatic,tn,41.0,31816.0,10600.0,10800.0
2012,Ford,Focus,S,Sedan,automatic,ca,36.0,85808.0,5650.0,6800.0
2011,Nissan,Murano,SL,suv,automatic,ga,44.0,48613.0,19050.0,17800.0
2008,Ford,Focus,SE,Sedan,automatic,fl,2.0,53910.0,5675.0,1200.0
2014,Nissan,Quest,SV,Minivan,automatic,wi,43.0,14794.0,22000.0,23300.0
2012,Ford,Fusion,S,sedan,automatic,ca,37.0,71745.0,8725.0,9000.0
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,mi,43.0,50450.0,27500.0,27000.0
2014,Ford,Focus,SE,Hatchback,automatic,tx,35.0,36091.0,10900.0,10800.0
2013,Chevrolet,Sonic,LT,Sedan,automatic,mn,38.0,52623.0,8875.0,8000.0
2002,Chevrolet,TrailBlazer,LS,SUV,automatic,fl,26.0,195857.0,1625.0,2500.0
2010,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,tx,49.0,108770.0,21700.0,19500.0
2013,Ford,Fusion,Titanium,Sedan,automatic,mi,37.0,37427.0,17350.0,14700.0
2013,Toyota,RAV4,LE,SUV,automatic,tx,27.0,55171.0,15900.0,15300.0
2012,Mitsubishi,Lancer,SE,Sedan,automatic,pa,44.0,15794.0,12550.0,13600.0
2012,Volkswagen,Jetta,Base,sedan,automatic,ma,24.0,53938.0,8450.0,4800.0
2006,Volkswagen,Touareg,V10 TDI,SUV,automatic,nv,34.0,96308.0,13800.0,15500.0
2011,Nissan,Altima,2.5,Sedan,automatic,fl,23.0,33416.0,11200.0,11800.0
2012,Lincoln,MKZ,Base,Sedan,automatic,il,34.0,23840.0,16050.0,16100.0
2014,Chevrolet,Impala,LT,Sedan,automatic,mi,3.0,15376.0,18650.0,18200.0
2015,Chrysler,200,S,sedan,automatic,tx,33.0,15295.0,17000.0,15000.0
2014,Nissan,Altima,2.5 S,Sedan,automatic,ca,44.0,4950.0,17350.0,15750.0
2011,,,,,,nj,47.0,85062.0,12500.0,12900.0
2003,Chevrolet,Astro,Base,Minivan,automatic,ga,25.0,175349.0,2100.0,2600.0
2006,Cadillac,DTS,Luxury III,Sedan,automatic,fl,26.0,110495.0,5275.0,5200.0
2011,Mitsubishi,Outlander,SE,SUV,automatic,fl,34.0,71537.0,9100.0,8500.0
2011,Toyota,Tacoma,Base,Regular Cab,manual,ca,36.0,35403.0,12900.0,13800.0
2012,Hyundai,Sonata,GLS,Sedan,automatic,oh,29.0,28136.0,11950.0,11600.0
2012,Mazda,Mazda3,i Grand Touring,Sedan,automatic,wa,43.0,51422.0,11600.0,14300.0
2009,Pontiac,G6,GT,Sedan,automatic,va,4.0,78127.0,6025.0,7000.0
2014,Ford,Escape,SE,SUV,,co,2.0,93.0,20400.0,17800.0
2013,MINI,Cooper,S,Hatchback,manual,nj,39.0,23511.0,16100.0,15000.0
2013,Chevrolet,Volt,Base,Hatchback,automatic,tx,42.0,68048.0,11450.0,12500.0
2014,GMC,Terrain,SLT-1,SUV,automatic,fl,47.0,12373.0,22600.0,24200.0
2015,BMW,3 Series,328i xDrive,wagon,automatic,nj,5.0,6040.0,44200.0,45000.0
2000,Cadillac,Eldorado,ESC,Coupe,,il,,112456.0,1600.0,850.0
2008,Jeep,Wrangler,Sahara,suv,manual,md,37.0,107365.0,14150.0,14200.0
2011,Ram,1500,ST,Quad Cab,automatic,tx,33.0,42331.0,21500.0,20100.0
2009,Toyota,Camry,Base,sedan,automatic,ma,36.0,106452.0,7300.0,6500.0
2013,Chevrolet,Impala,LTZ,Sedan,automatic,nc,32.0,57239.0,11300.0,11900.0
2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,,co,19.0,165764.0,5725.0,3000.0
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,tn,44.0,44568.0,40100.0,40000.0
2012,Mazda,Mazda6,i Sport,Sedan,,pa,21.0,16433.0,11100.0,9100.0
2012,Toyota,Corolla,S,Sedan,automatic,fl,42.0,20710.0,13150.0,13300.0
2013,Dodge,Dart,SXT,Sedan,manual,tx,35.0,22953.0,12250.0,13000.0
2005,Ford,Mustang,Premium,Coupe,automatic,fl,19.0,84089.0,6475.0,4900.0
2008,Volvo,XC90,V8,SUV,automatic,fl,24.0,224037.0,10200.0,5250.0
2008,Ford,F-150,Lariat,SuperCrew,automatic,az,,162749.0,11450.0,9700.0
2012,Toyota,Camry,SE,sedan,automatic,fl,4.0,77390.0,11500.0,11800.0
2011,Ford,Fusion,SE,Sedan,automatic,tx,27.0,44218.0,9775.0,7800.0
2000,Mitsubishi,Eclipse,GT,Hatchback,automatic,md,21.0,139917.0,825.0,900.0
2010,GMC,Sierra 1500,SLE,extended cab,,ab,28.0,118595.0,16900.0,12500.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,mo,46.0,25599.0,18800.0,19900.0
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,tn,43.0,25218.0,22200.0,20800.0
2010,Chevrolet,Suburban,1500 LS,SUV,automatic,fl,42.0,78621.0,16550.0,19500.0
2014,Ford,Taurus,Limited,Sedan,automatic,tn,4.0,28400.0,19300.0,20400.0
2014,Hyundai,Veloster,Base,Hatchback,automatic,tx,39.0,28505.0,13950.0,14000.0
2012,Jeep,Patriot,Limited,SUV,automatic,co,47.0,78202.0,11200.0,13500.0
2012,Nissan,Armada,SL,suv,automatic,ca,42.0,30816.0,25800.0,27500.0
2014,Nissan,Versa Note,1.6 SV,Hatchback,,pa,48.0,21969.0,10500.0,10200.0
2012,Ford,Fusion,SEL,Sedan,automatic,mo,42.0,59833.0,10650.0,11000.0
2003,Honda,Civic,EX,sedan,automatic,fl,19.0,157862.0,2300.0,1300.0
2014,GMC,Acadia,SLT-1,SUV,automatic,oh,49.0,22427.0,29500.0,29100.0
2013,Honda,Civic,LX PZEV,Sedan,automatic,ca,44.0,25453.0,12900.0,14000.0
2002,Honda,Accord,SE,Sedan,automatic,fl,27.0,146717.0,2225.0,2200.0
2013,Ford,Focus,SE,hatchback,automatic,mi,44.0,16049.0,11600.0,11600.0
2011,Hyundai,Elantra,GLS,sedan,automatic,ca,2.0,48226.0,8675.0,9200.0
2014,Ford,Fiesta,SE,Hatchback,automatic,il,39.0,40359.0,9375.0,9500.0
2012,Ford,F-150,FX4,SuperCrew,automatic,tx,39.0,64152.0,20900.0,21200.0
2013,Ford,Explorer,XLT,SUV,automatic,mi,28.0,25403.0,29000.0,25100.0
2013,Nissan,Murano,S,SUV,automatic,mn,27.0,32307.0,16900.0,13800.0
2006,Honda,Civic,EX,Sedan,automatic,tn,2.0,147190.0,4925.0,5200.0
2013,Lexus,LS 460,Base,Sedan,automatic,wi,45.0,11525.0,53800.0,49500.0
2013,Chevrolet,Equinox,LT,SUV,,pa,41.0,32648.0,17950.0,19300.0
2007,Hyundai,Santa Fe,GLS,SUV,automatic,nc,27.0,137341.0,5475.0,4300.0
2004,mercedes,c240s,,,automatic,ca,32.0,133653.0,4750.0,3500.0
2013,Ford,Escape,SEL,SUV,automatic,ut,25.0,60735.0,15850.0,15600.0
2005,Pontiac,Montana,SV6,Minivan,automatic,tx,15.0,140517.0,2475.0,950.0
2008,Mercedes-Benz,E-Class,E350,Sedan,automatic,nv,2.0,50482.0,14250.0,14000.0
2010,Toyota,Camry,SE,Sedan,automatic,fl,19.0,176245.0,6225.0,6900.0
2013,Nissan,Altima,2.5 S,Coupe,automatic,nc,33.0,49770.0,12100.0,12400.0
2012,Volkswagen,Passat,S PZEV,Sedan,automatic,ca,29.0,86602.0,8275.0,8000.0
2006,Volvo,V50,2.4i,Wagon,automatic,ca,28.0,86725.0,5350.0,5200.0
2012,Nissan,Versa,1.8 S,Hatchback,automatic,md,34.0,48499.0,8000.0,7700.0
2012,Honda,Civic,LX,Sedan,automatic,ca,19.0,25810.0,11050.0,7800.0
2008,smart,fortwo,pure,hatchback,automatic,pa,34.0,70100.0,3350.0,3700.0
2012,Mazda,Mazda3,i Sport,sedan,automatic,nj,39.0,32125.0,10200.0,10500.0
2013,Chevrolet,Cruze,LS,sedan,automatic,md,25.0,56373.0,8550.0,7900.0
2005,Nissan,Altima,3.5 SL,Sedan,automatic,md,19.0,151925.0,3075.0,2600.0
2002,Toyota,Sienna,CE,Minivan,automatic,nj,,169838.0,2050.0,1600.0
2013,Ford,Fusion,SE,Sedan,automatic,fl,46.0,8104.0,15400.0,15500.0
2012,Honda,Civic,LX,sedan,automatic,tx,42.0,47183.0,10050.0,10700.0
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,nc,34.0,185664.0,1775.0,3300.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,oh,36.0,30313.0,10600.0,10000.0
2014,Kia,Sorento,LX,SUV,automatic,az,43.0,42042.0,15400.0,15000.0
2015,Ford,Explorer,Sport,SUV,automatic,co,5.0,17485.0,37100.0,36400.0
2012,GMC,Acadia,SLT-1,SUV,automatic,oh,27.0,36786.0,25700.0,23000.0
2012,Nissan,Maxima,3.5 SV,Sedan,,pa,35.0,21034.0,18700.0,17700.0
2012,Mercedes-Benz,C-Class,C350 4MATIC,Coupe,,nj,32.0,13232.0,27500.0,26250.0
2014,Chevrolet,Silverado 1500,LT,Double Cab,automatic,wa,33.0,3992.0,26500.0,24400.0
2012,GMC,Terrain,SLE-2,suv,,pa,34.0,27514.0,17300.0,16000.0
2002,Nissan,Frontier,SE-V6,Crew Cab,automatic,ma,32.0,105255.0,6475.0,4800.0
2012,Acura,TSX,Base,Sedan,,pa,36.0,33225.0,17000.0,15100.0
2003,Cadillac,CTS,Base,Sedan,automatic,nc,19.0,205583.0,875.0,2100.0
2012,Honda,Accord,LX,Sedan,automatic,pa,34.0,30537.0,12500.0,12500.0
2015,Jeep,Cherokee,Latitude,SUV,automatic,md,4.0,8412.0,22800.0,23500.0
2009,Pontiac,G5,Base,Coupe,automatic,mi,43.0,21492.0,6850.0,7100.0
2003,BMW,X5,3.0i,SUV,automatic,ma,27.0,113459.0,4925.0,4900.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,oh,44.0,38229.0,10350.0,9800.0
2011,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.0,64106.0,28100.0,26500.0
2010,Hyundai,Elantra,GLS,Sedan,automatic,ca,3.0,62086.0,6475.0,5600.0
2010,Toyota,Corolla,LE,Sedan,automatic,ca,4.0,92142.0,7200.0,8400.0
2011,Ford,Escape,XLT,SUV,automatic,mi,43.0,16765.0,15500.0,15600.0
2013,Kia,Sportage,Base,SUV,automatic,ga,37.0,23363.0,14700.0,12200.0
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,ca,29.0,100544.0,3525.0,4500.0
2013,Lexus,ES 350,Base,Sedan,automatic,fl,46.0,17158.0,29000.0,29500.0
2012,Chevrolet,Camaro,LT,Coupe,automatic,ms,37.0,55302.0,16300.0,16300.0
2005,Cadillac,CTS,Base,Sedan,,tn,1.0,153815.0,3125.0,850.0
2008,Nissan,Maxima,3.5 SE,sedan,,nc,19.0,147923.0,4300.0,5000.0
2007,GMC,Acadia,SLE-1,suv,automatic,nj,48.0,56613.0,11550.0,12600.0
2013,Nissan,Altima,2.5,Sedan,automatic,ne,36.0,59401.0,11850.0,11700.0
2012,Toyota,Camry,SE,Sedan,automatic,ga,36.0,51121.0,13500.0,13200.0
2013,Nissan,Altima,2.5,Sedan,automatic,ca,43.0,42448.0,12700.0,13500.0
2007,Chevrolet,Tahoe,LT,suv,automatic,tx,44.0,94621.0,15900.0,17000.0
2006,Chevrolet,Tahoe,LS,SUV,automatic,va,25.0,184527.0,4300.0,3600.0
2014,Ford,Escape,SE,SUV,,il,46.0,33199.0,18650.0,18400.0
2005,Nissan,Maxima,3.5 SL,Sedan,automatic,fl,28.0,118658.0,3725.0,4400.0
2013,Ram,1500,Sport,Crew Cab,automatic,co,33.0,31456.0,31000.0,29100.0
2011,Dodge,Grand Caravan,C/V,Minivan,,on,3.0,81754.0,11850.0,12900.0
1996,,,,,automatic,tx,1.0,186120.0,1850.0,1600.0
2013,Chevrolet,Cruze,Eco,Sedan,manual,fl,46.0,19621.0,12250.0,11700.0
2013,BMW,X6,xDrive50i,SUV,automatic,oh,41.0,59283.0,44300.0,42400.0
2005,BMW,Z4,2.5i,Convertible,automatic,nv,31.0,60821.0,8525.0,10000.0
2007,Chevrolet,Tahoe,LT,SUV,automatic,ca,39.0,86021.0,13900.0,16250.0
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,tn,37.0,54324.0,15500.0,17000.0
2011,Chrysler,300,Base,Sedan,,pa,41.0,38278.0,17700.0,17400.0
2013,Nissan,Sentra,SL,sedan,,nj,19.0,63478.0,11450.0,9000.0
2011,Ford,Explorer,XLT,SUV,automatic,tx,,25976.0,21700.0,21000.0
2008,Ford,F-350 Super Duty,FX4,supercab,automatic,mi,28.0,232609.0,11400.0,12400.0
2007,Mercedes-Benz,CLK-Class,CLK350,coupe,automatic,nv,42.0,98905.0,9125.0,8750.0
2011,Lincoln,Town Car,Signature Limited,Sedan,automatic,pa,23.0,97661.0,11700.0,11000.0
2010,Honda,Element,EX,SUV,automatic,pa,36.0,56924.0,15400.0,16250.0
2012,Lincoln,MKZ,Hybrid,Sedan,automatic,tx,37.0,25272.0,18000.0,18000.0
2014,Nissan,Versa,1.6 SV,Sedan,manual,ga,32.0,27345.0,9675.0,8800.0
2013,Dodge,Dart,SXT,sedan,automatic,tx,26.0,41176.0,11050.0,6100.0
2003,dodge,stratus,4c se,,automatic,fl,19.0,164154.0,600.0,400.0
2008,Cadillac,DTS,Base,Sedan,automatic,nj,38.0,88850.0,7950.0,8300.0
2002,Honda,Accord,Value Package,Sedan,automatic,va,27.0,252565.0,625.0,650.0
2011,Volvo,S40,T5,Sedan,automatic,ca,34.0,53788.0,11350.0,12300.0
2013,Nissan,Quest,SV,Minivan,automatic,nj,43.0,58494.0,15150.0,14800.0
2013,Ford,Explorer,Limited,suv,automatic,sc,46.0,45616.0,25700.0,25300.0
2014,Toyota,Camry,LE,sedan,automatic,az,35.0,24161.0,14400.0,14100.0
2005,Chevrolet,Tahoe,LS,SUV,automatic,tx,31.0,136461.0,6800.0,7400.0
2013,Nissan,Sentra,SR,Sedan,automatic,tn,44.0,45040.0,11500.0,14000.0
2011,Ford,F-150,XLT,SuperCrew,automatic,tx,35.0,33299.0,25100.0,25000.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,ga,4.0,57335.0,16600.0,15200.0
2014,Hyundai,Santa Fe,GLS,SUV,automatic,tn,44.0,35130.0,21100.0,21300.0
2014,Kia,Soul,+,Wagon,automatic,tx,5.0,10734.0,14300.0,14000.0
2010,Ford,Escape,XLT,SUV,automatic,nc,27.0,102904.0,7800.0,8400.0
2010,Volkswagen,Routan,SE,Minivan,automatic,ga,34.0,55601.0,10400.0,9600.0
2010,BMW,3 Series,328i,Sedan,automatic,fl,23.0,39538.0,14950.0,12200.0
2009,BMW,5 Series,535i,Sedan,automatic,ca,38.0,66678.0,16700.0,16900.0
2004,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,23.0,173392.0,1725.0,1300.0
2013,Ford,Explorer,XLT,SUV,automatic,pa,47.0,14296.0,30200.0,28500.0
2009,Toyota,Yaris,Base,Sedan,manual,pr,28.0,67625.0,6325.0,5100.0
2006,Lexus,IS 250,Base,Sedan,automatic,fl,19.0,154097.0,7675.0,5800.0
2004,Volkswagen,Passat,GLX,Sedan,automatic,ca,,177832.0,2100.0,1700.0
2011,Ford,Escape,XLT,SUV,automatic,pa,43.0,97003.0,9225.0,9300.0
2010,Mazda,Mazda3,i Sport,sedan,manual,co,19.0,55226.0,8600.0,3300.0
2010,,,,,,ga,45.0,106295.0,10600.0,11400.0
2014,Ford,Mustang,V6,Convertible,automatic,fl,42.0,42422.0,17000.0,17900.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,pa,3.0,17342.0,19650.0,19300.0
2012,Nissan,Altima,2.5 S,Coupe,automatic,md,33.0,45763.0,12000.0,11100.0
2014,Kia,Soul,+,Wagon,automatic,nv,47.0,9423.0,14200.0,15100.0
2013,Ford,F-150,Lariat,SuperCab,automatic,il,48.0,12326.0,31300.0,32500.0
2011,Ford,F-150,Lariat,SuperCrew,automatic,nj,29.0,37306.0,28500.0,27300.0
2004,Toyota,4Runner,SR5,SUV,automatic,ca,38.0,155953.0,5850.0,6500.0
2013,Kia,Optima,SX,Sedan,automatic,nv,39.0,19071.0,22100.0,22750.0
2013,Lincoln,MKX,Base,suv,automatic,ms,47.0,21443.0,26000.0,26000.0
2006,Jeep,Liberty,Renegade,SUV,automatic,sc,24.0,182874.0,2775.0,2400.0
2009,Ford,Focus,SE,Sedan,automatic,ca,34.0,79041.0,5600.0,6500.0
2014,Ford,Fusion,SE,Sedan,automatic,co,34.0,31749.0,15850.0,17100.0
2013,Dodge,Charger,R/T,sedan,automatic,mi,36.0,17833.0,23000.0,21900.0
2012,Honda,Accord,EX-L V-6,sedan,automatic,pa,19.0,79488.0,14050.0,11700.0
2011,Chevrolet,Equinox,LTZ,SUV,automatic,ga,44.0,49575.0,15600.0,16700.0
2005,Chevrolet,Avalanche,1500 LS,Crew Cab,automatic,ga,34.0,117186.0,10250.0,9150.0
2006,Cadillac,Escalade,Base,SUV,automatic,tn,31.0,81053.0,12600.0,10400.0
2006,,,,,manual,ga,45.0,58415.0,30900.0,31800.0
2013,Ford,Fusion,Titanium,Sedan,automatic,oh,44.0,19764.0,19150.0,19000.0
2008,Lincoln,MKX,Base,SUV,automatic,mo,37.0,198080.0,3675.0,6300.0
2012,Nissan,Versa,1.8 S,Hatchback,automatic,fl,34.0,1.0,10300.0,3000.0
2013,Lincoln,MKZ,Base,sedan,automatic,ny,32.0,23764.0,23900.0,22500.0
2009,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,ne,35.0,91227.0,18100.0,18800.0
2004,Honda,Accord,LX,Sedan,automatic,ga,19.0,67162.0,5675.0,5400.0
2003,Cadillac,CTS,Base,Sedan,automatic,pa,36.0,75981.0,4575.0,4800.0
2008,Toyota,Camry,SE,Sedan,automatic,ga,19.0,126847.0,7625.0,6900.0
2013,Lincoln,MKZ,Base,sedan,automatic,nj,43.0,12912.0,23900.0,23400.0
2004,Lexus,ES 330,Base,Sedan,automatic,fl,22.0,143837.0,5350.0,4500.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,nc,29.0,34129.0,12950.0,12600.0
2010,Lexus,ES 350,Base,Sedan,automatic,oh,42.0,18714.0,18700.0,20700.0
2012,Dodge,Challenger,R/T,Coupe,automatic,az,28.0,52159.0,20100.0,20800.0
2012,Dodge,Caliber,SXT,Wagon,automatic,tx,35.0,72582.0,7750.0,7100.0
2008,Ford,Fusion,SE,Sedan,automatic,ga,19.0,120315.0,4225.0,3000.0
2014,Ford,Fusion,Titanium,Sedan,automatic,mo,37.0,29398.0,17600.0,17100.0
2001,Toyota,Camry Solara,SE,Coupe,automatic,pa,28.0,101345.0,3400.0,3900.0
2013,Acura,MDX,Base,SUV,,fl,39.0,40464.0,25400.0,26400.0
2003,Honda,Pilot,EX,SUV,automatic,pa,19.0,158683.0,3650.0,3050.0
2014,Kia,Forte,LX,Sedan,automatic,ca,42.0,37174.0,11350.0,11600.0
2002,Toyota,Camry,SE V6,Sedan,,nv,22.0,179925.0,2600.0,2100.0
2013,Ford,Fiesta,SE,Hatchback,automatic,ma,37.0,55677.0,8300.0,7700.0
2012,Volkswagen,Jetta,SE PZEV,Sedan,automatic,fl,44.0,26104.0,10400.0,13600.0
2006,,,,,automatic,pa,3.0,197228.0,11250.0,9000.0
2004,Jeep,Wrangler,Sport,SUV,automatic,ca,46.0,44885.0,12800.0,14500.0
2013,Cadillac,CTS Coupe,Performance,cts coupe,automatic,fl,23.0,15355.0,27300.0,27400.0
2012,Mercedes-Benz,CLS-Class,CLS550 4MATIC,Sedan,automatic,oh,36.0,32762.0,45000.0,43500.0
2014,Ford,F-150,XLT,SuperCrew,automatic,pa,49.0,23761.0,28000.0,27400.0
2004,Chevrolet,Silverado 1500,LS,extended cab,automatic,ms,26.0,270214.0,1800.0,2200.0
2014,Chrysler,200,LX,Sedan,automatic,tx,33.0,19040.0,11650.0,11900.0
2009,BMW,3 Series,328i,Sedan,automatic,pr,35.0,58727.0,12850.0,13900.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,mo,41.0,38985.0,11950.0,13100.0
2007,Nissan,Sentra,2,Sedan,,tx,2.0,117254.0,3900.0,2500.0
2011,Ford,F-150,XLT,SuperCrew,automatic,tx,44.0,34460.0,24500.0,33000.0
2008,Toyota,Highlander,Limited,SUV,automatic,tn,19.0,112462.0,15750.0,12800.0
2003,Mercury,Mountaineer,Premier,SUV,automatic,ma,,153445.0,2075.0,1500.0
2007,Mitsubishi,Galant,GTS V6,sedan,automatic,ga,35.0,120869.0,3950.0,3900.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,48.0,17270.0,13150.0,13000.0
2008,Toyota,Camry,LE,Sedan,automatic,fl,41.0,216455.0,3775.0,5800.0
2013,Chevrolet,Sonic,LTZ,hatchback,automatic,fl,29.0,49638.0,8550.0,8500.0
2004,nissan,350z,,,automatic,ne,34.0,75003.0,6875.0,8300.0
2008,Honda,Civic,EX-L,Sedan,automatic,ny,27.0,109894.0,6450.0,6000.0
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,44.0,23911.0,22500.0,21400.0
2013,Ford,Escape,SE,suv,automatic,tn,44.0,31630.0,15450.0,15600.0
2012,Honda,Accord,EX-L,sedan,automatic,in,43.0,34737.0,14400.0,16000.0
2013,Toyota,RAV4,LE,suv,automatic,il,34.0,78355.0,14550.0,14900.0
2012,Ford,Focus,SEL,Hatchback,automatic,il,29.0,50811.0,9775.0,8900.0
2012,Jeep,Liberty,Sport,SUV,automatic,fl,33.0,51255.0,12600.0,12900.0
2004,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,tx,15.0,149440.0,4025.0,1400.0
2006,BMW,3 Series,325i,Sedan,automatic,ca,27.0,73881.0,8725.0,8500.0
2009,Toyota,Corolla,LE,Sedan,automatic,fl,25.0,86125.0,6875.0,7000.0
